word	level	pinyin	gloss
班级	HSK3	bān jí	class (group of students); grade (in school)
搬家	HSK3	bān jiā	to move house; to relocate; to remove (sth)
半天	HSK3	bàn tiān	half of the day; a long time
饱	HSK3	bǎo	to eat till full; satisfied
报纸	HSK3	bào zhǐ	newspaper; newsprint
被	HSK3	bèi	quilt; to cover (with)
北	HSK3	běi	north; (classical) to be defeated
北方	HSK3	běi fāng	north; the northern part a country
变	HSK3	biàn	to change; to become different
遍	HSK3	biàn	everywhere; all over
变成	HSK3	biàn chéng	to change into; to turn into
变化	HSK3	biàn huà	(intransitive) to change; to vary; change; variation
表演	HSK3	biǎo yǎn	play; show
别的	HSK3	bié de	else; other
别人	HSK3	bié ren	other people; others; other person
笔记	HSK3	bǐ jì	to take down (in writing); notes
比较	HSK3	bǐ jiào	to compare; to contrast
笔记本	HSK3	bǐ jì běn	notebook (stationery) (CL:本[ben3]); (computing) laptop; notebook (abbr. for 筆記本電腦|笔记本电脑[bi3 ji4 ben3 dian4...
冰	HSK3	bīng	ice; CL:塊|块[kuai4]
冰激凌	HSK3	bīng jī líng	ice cream
病人	HSK3	bìng rén	sick person; patient
宾馆	HSK3	bīn guǎn	guesthouse; lodge
冰箱	HSK3	bīng xiāng	refrigerator; (old) icebox
比如	HSK3	Bǐ rú	see 比如縣|比如县[Bi3 ru2 Xian4]
比赛	HSK3	bǐ sài	competition (sports etc); match
必须	HSK3	bì xū	to have to; must
不同	HSK3	bù tóng	different; distinct
不但	HSK3	bù dàn	not only (... but also ...)
不见	HSK3	bù jiàn	not to see; not to meet
不久	HSK3	bù jiǔ	not long (after); before too long
不行	HSK3	bù xíng	won't do; be out of the question
不用	HSK3	bù yòng	need not
才	HSK3	cái	ability; talent; sb of a certain type
菜单	HSK3	cài dān	menu; CL:份[fen4],張|张[zhang1]
参加	HSK3	cān jiā	to participate; to take part
草	HSK3	cǎo	grass; straw
草地	HSK3	cǎo dì	lawn; meadow
层	HSK3	céng	to pile on top of one another; layer; stratum
查	HSK3	chá	to research; to check
差	HSK3	chà	different; wrong; mistaken
差不多	HSK3	chà bu duō	almost; nearly
尝	HSK3	cháng	to taste; to try (food); to experience
常	HSK3	cháng	always; ever
常见	HSK3	cháng jiàn	commonly seen; common
常用	HSK3	cháng yòng	in common usage
常常	HSK3	cháng cháng	frequently; often
成绩	HSK3	chéng jì	achievement; performance records
城市	HSK3	chéng shì	city; town; CL:座[zuo4]
衬衫	HSK3	chèn shān	shirt; blouse
迟到	HSK3	chí dào	to arrive late
船	HSK3	chuán	boat; vessel
出发	HSK3	chū fā	to set off; to start (on a journey)
除了	HSK3	chú le	apart from; besides; in addition to (used to exclude, as in 除了他，誰也沒來|除了他，谁也没来[chu2 le5 ta1 , shei2 ye3 mei2...
春天	HSK3	chūn tiān	spring (season); CL:個|个[ge4]
出生	HSK3	chū shēng	to be born
出院	HSK3	chū yuàn	to leave hospital; to be discharged from hospital
初中	HSK3	chū zhōng	junior high school (abbr. for 初級中學|初级中学[chu1 ji2 zhong1 xue2])
词典	HSK3	cí diǎn	dictionary; also written 辭典|辞典[ci2 dian3]
聪明	HSK3	cōng ming	intelligent; clever; bright; acute (of sight and hearing)
大概	HSK3	dà gài	roughly; probably
带	HSK3	dài	band; belt
蛋糕	HSK3	dàn gāo	cake; CL:塊|块[kuai4],個|个[ge4]
当然	HSK3	dāng rán	only natural; as it should be
担心	HSK3	dān xīn	anxious; worried
到处	HSK3	dào chù	everywhere
大人	HSK3	dà ren	adult; grownup
打扫	HSK3	dǎ sǎo	to clean; to sweep
打算	HSK3	dǎ suàn	to plan; to intend
大小	HSK3	dà xiǎo	large and small; size
大熊猫	HSK3	dà xióng māo	giant panda (Ailuropoda melanoleuca)
大衣	HSK3	dà yī	overcoat; topcoat
得	HSK3	dé	to obtain; to get
得到	HSK3	dé dào	to get; to obtain; to receive
得分	HSK3	dé fēn	to score a point (in a competition, test etc); score; rating; grade
的话	HSK3	de huà	if (coming after a conditional clause)
得	HSK3	dé	to obtain; to get
灯	HSK3	dēng	lamp; light
地	HSK3	dì	earth; ground
电	HSK3	diàn	lightning; electricity
电梯	HSK3	diàn tī	elevator; escalator
电子书	HSK3	diàn zǐ shū	electronic book; e-book
地点	HSK3	dì diǎn	place; site
地方	HSK3	dì fāng	region; regional (away from the central administration)
地图	HSK3	dì tú	map; CL:張|张[zhang1],本[ben3]
丢	HSK3	diū	to lose; to put aside
东	HSK3	dōng	east; host (i.e. sitting on east side of guest)
东北	HSK3	Dōng běi	Northeast China; Manchuria
懂得	HSK3	dǒng de	to understand; to know; to comprehend
东方	HSK3	Dōng fāng	the East; the Orient; two-character surname Dongfang
东南	HSK3	dōng nán	southeast
冬天	HSK3	dōng tiān	winter
动物	HSK3	dòng wù	animal; CL:隻|只[zhi1],群[qun2],個|个[ge4]
动物园	HSK3	dòng wù yuán	zoo
段	HSK3	duàn	paragraph; section
短	HSK3	duǎn	short; brief
短裤	HSK3	duǎn kù	short pants; shorts
锻炼	HSK3	duàn liàn	to toughen; to temper
对话	HSK3	duì huà	to talk (with sb); dialogue; conversation
饿	HSK3	è	hungry; to starve (sb)
耳朵	HSK3	ěr duo	ear; CL:隻|只[zhi1],個|个[ge4],對|对[dui4]
耳机	HSK3	ěr jī	headphones; earphones
而且	HSK3	ér qiě	(not only ...) but also; moreover
发	HSK3	fā	to send out; to show (one's feeling)
放	HSK3	fàng	to put; to place
方便	HSK3	fāng biàn	convenient; suitable; to facilitate; to make things easy
方便面	HSK3	fāng biàn miàn	instant noodles
方法	HSK3	fāng fǎ	method; way; technique; procedure
放假	HSK3	fàng jià	to have a holiday or vacation
方向	HSK3	fāng xiàng	direction; orientation
放心	HSK3	fàng xīn	to feel relieved; to feel reassured
放学	HSK3	fàng xué	to dismiss students at the end of the school day
房子	HSK3	fáng zi	house; building (single- or two-story)
发烧	HSK3	fā shāo	to have a high temperature (from illness); to have a fever; (fig.) to be fascinated with; to obsess over
发生	HSK3	fā shēng	to happen; to occur; to take place; to break out
发现	HSK3	fā xiàn	to notice; to become aware of; to discover; to find; to detect
发展	HSK3	fā zhǎn	development; growth
风	HSK3	fēng	wind; news
封	HSK3	fēng	to confer; to grant
分开	HSK3	fēn kāi	to separate; to part
附近	HSK3	fù jìn	nearby; neighboring; (in the) vicinity (of); neighborhood
夫妻	HSK3	fū qī	husband and wife; married couple
服务	HSK3	fú wù	to serve; service
复习	HSK3	fù xí	to review; revision
该	HSK3	gāi	should; ought to
干	HSK3	gàn	tree trunk; main part of sth
感兴趣	HSK3	gǎn xìng qù	to be interested
感到	HSK3	gǎn dào	to feel; to sense; to perceive
刚	HSK3	gāng	hard; firm
刚才	HSK3	gāng cái	just now; a moment ago
刚刚	HSK3	gāng gang	just recently; just a moment ago
干净	HSK3	gān jìng	clean; neat
感冒	HSK3	gǎn mào	to catch cold; (common) cold
高铁	HSK3	gāo tiě	high speed rail
更	HSK3	gèng	more; even more
根据	HSK3	gēn jù	according to; based on
公斤	HSK3	gōng jīn	kilogram (kg)
公园	HSK3	gōng yuán	park (for public recreation); CL:座[zuo4]
工作日	HSK3	gōng zuò rì	workday; working day
刮	HSK3	guā	to scrape; to blow
关	HSK3	guān	mountain pass; to close; to shut; to turn off
关机	HSK3	guān jī	to turn off (a machine or device); to finish shooting a film
关系	HSK3	guān xi	relation; relationship
关心	HSK3	guān xīn	to be concerned about; to care about
关于	HSK3	guān yú	pertaining to; concerning
关注	HSK3	guān zhù	to pay attention to; to follow sth closely; to follow (on social media); concern; interest; attention
国家	HSK3	guó jiā	country; nation; state
过节	HSK3	guò jié	to celebrate a festival; after the celebrations (i.e. once the festival is over)
过去	HSK3	guò qù	(in the) past; former; previous; to go over; to pass by
故事	HSK3	gù shì	old practice
海	HSK3	hǎi	ocean; sea
害怕	HSK3	hài pà	to be afraid; to be scared
好多	HSK3	hǎo duō	many; quite a lot
好久	HSK3	hǎo jiǔ	(coll.) for a long time
号码	HSK3	hào mǎ	number; CL:堆[dui1],個|个[ge4]
好像	HSK3	hǎo xiàng	as if; to seem like
河	HSK3	hé	river (CL:條|条[tiao2],道[dao4]); (bound form) the Yellow River
黑板	HSK3	hēi bǎn	blackboard; CL:塊|块[kuai4],個|个[ge4]
合适	HSK3	hé shì	suitable; fitting; appropriate
红绿灯	HSK3	hóng lǜ dēng	traffic light; traffic signal
后来	HSK3	hòu lái	afterwards; later; newly arrived
后年	HSK3	hòu nián	the year after next
后天	HSK3	hòu tiān	the day after tomorrow; life after birth (the period in which one develops through experiences, contrasted...
画家	HSK3	huà jiā	painter; CL:個|个[ge4]
还	HSK3	hái	still; still in progress
换	HSK3	huàn	to exchange; to change (clothes etc)
黄色	HSK3	huáng sè	yellow; vulgar; lewd; pornographic
环境	HSK3	huán jìng	environment; circumstances
欢迎	HSK3	huān yíng	to welcome; welcome
花园	HSK3	huā yuán	garden (for flowers, ornamental plants etc); (landscaped) park; yard with decorative plants; CL:座[zuo4]
会	HSK3	huì	can; to have the skill; to know how to; to be likely to; to be sure to
回答	HSK3	huí dá	to reply; to answer; reply; answer
会议	HSK3	huì yì	meeting; conference
或	HSK3	huò	maybe; perhaps
或者	HSK3	huò zhě	or; possibly; maybe; perhaps
护照	HSK3	hù zhào	passport; CL:本[ben3],個|个[ge4]
极	HSK3	jí	extremely; pole (geography, physics)
急	HSK3	jí	urgent; pressing
记	HSK3	jì	to record; to note
季	HSK3	jì	season; the last month of a season
鸡	HSK3	jī	fowl; chicken
加	HSK3	jiā	to add; (math.) plus
检查	HSK3	jiǎn chá	inspection; to examine
坚持	HSK3	jiān chí	to persevere with; to persist in
简单	HSK3	jiǎn dān	simple; not complicated
讲	HSK3	jiǎng	to speak; to explain
健康	HSK3	jiàn kāng	health; healthy
见面	HSK3	jiàn miàn	to meet; to see each other; CL:次[ci4]
检票	HSK3	jiǎn piào	to inspect a ticket; to examine a ballot
角	HSK3	jiǎo	angle; corner
脚	HSK3	jiǎo	foot; leg (of an animal or an object)
假期	HSK3	jià qī	vacation
节	HSK3	jié	joint; node; (bound form) section; segment
借	HSK3	jiè	to borrow; (used in combination with 給|给[gei3] or 出[chu1] etc) to lend
接	HSK3	jiē	to receive; to answer (the phone)
街	HSK3	jiē	street; CL:條|条[tiao2]
结婚	HSK3	jié hūn	to marry; to get married
解决	HSK3	jiě jué	to solve; to resolve; to settle (a problem); to eliminate; to wipe out (an enemy, bandits etc)
姐妹	HSK3	jiě mèi	sisters; siblings
节目	HSK3	jié mù	(TV or radio) program; show; item; act; segment; number (on the program of a concert, variety show or cultu...
节日	HSK3	jié rì	holiday; festival
结束	HSK3	jié shù	termination; to finish
几乎	HSK3	jī hū	almost; nearly; practically
机会	HSK3	jī huì	opportunity; chance
季节	HSK3	jì jié	time; season
斤	HSK3	jīn	catty; (PRC) weight equal to 500 g
经过	HSK3	jīng guò	to pass; to go through
经理	HSK3	jīng lǐ	manager; director
旧	HSK3	jiù	old; opposite: new 新
久	HSK3	jiǔ	(of a period of time) long
酒	HSK3	jiǔ	wine (esp. rice wine); liquor
句	HSK3	jù	sentence; clause
决定	HSK3	jué dìng	to decide; to determine; to make up one's mind; decision (CL:個|个[ge4],項|项[xiang4])
句子	HSK3	jù zi	sentence; CL:個|个[ge4]
卡	HSK3	kǎ	to stop; to block
开花	HSK3	kāi huā	to bloom; to blossom; to flower; (fig.) to burst; to split open
开会	HSK3	kāi huì	to hold a meeting; to attend a meeting
开机	HSK3	kāi jī	to start an engine; to boot up (a computer)
开心	HSK3	kāi xīn	to feel happy; to rejoice
看来	HSK3	kàn lai	apparently; it seems that
刻	HSK3	kè	quarter (hour); moment
可	HSK3	kě	(prefix) can; may; able to; -able; to approve; to permit
渴	HSK3	kě	thirsty
可爱	HSK3	kě ài	adorable; cute
课本	HSK3	kè běn	textbook; CL:本[ben3]
客人	HSK3	kè rén	visitor; guest
可是	HSK3	kě shì	but; however; (used for emphasis) indeed
课文	HSK3	kè wén	text; CL:篇[pian1]
空调	HSK3	kōng tiáo	air conditioning; air conditioner (including units that have a heating mode)
哭	HSK3	kū	to cry; to weep
筷子	HSK3	kuài zi	chopsticks; CL:對|对[dui4],根[gen1],把[ba3],雙|双[shuang1]
矿泉水	HSK3	kuàng quán shuǐ	mineral water; CL:瓶[ping2],杯[bei1]
来自	HSK3	lái zì	to come from (a place); From: (in email header)
蓝	HSK3	lán	blue; indigo plant
老	HSK3	lǎo	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a...
老人	HSK3	lǎo rén	old man or woman; the elderly
练	HSK3	liàn	to practice; to train
脸	HSK3	liǎn	face; CL:張|张[zhang1],個|个[ge4]
辆	HSK3	liàng	classifier for vehicles
凉快	HSK3	liáng kuai	pleasantly cool (weather etc); to cool oneself; to cool off
练习	HSK3	liàn xí	to practice; exercise
聊	HSK3	liáo	(coll.) to chat; (literary) temporarily; for a while
了解	HSK3	liǎo jiě	to understand; to realize
聊天儿	HSK3	liáo tiān r	erhua variant of 聊天[liao2 tian1]
离开	HSK3	lí kāi	to depart; to leave
邻居	HSK3	lín jū	neighbor
历史	HSK3	lì shǐ	history; CL:門|门[men2],段[duan4]
留学	HSK3	liú xué	to study abroad
留学生	HSK3	liú xué shēng	student studying abroad; returned student; foreign student; international student
礼物	HSK3	lǐ wù	gift; present; CL:件[jian4],份[fen4]
楼梯	HSK3	lóu tī	stair; staircase
路边	HSK3	lù biān	curb; roadside; wayside
路口	HSK3	lù kǒu	crossing; intersection (of roads)
马	HSK3	mǎ	horse; CL:匹[pi3]
马路	HSK3	mǎ lù	street; road
满意	HSK3	mǎn yì	satisfied; pleased
毛	HSK3	máo	hair; feather
马上	HSK3	mǎ shàng	at once; right away
米	HSK3	mǐ	uncooked rice; meter (unit of length)
面前	HSK3	miàn qián	in front of; facing
明白	HSK3	míng bai	clear; obvious; unequivocal; sensible; reasonable
名单	HSK3	míng dān	list of names
名人	HSK3	míng rén	personage; celebrity
南	HSK3	nā	used in 南無|南无[na1 mo2]; Taiwan pr. [na2]
难	HSK3	nán	difficult (to...); problem
南方	HSK3	nán fāng	south; southern direction; (in China) southern regions, often referring to areas south of the Yangtze River
难过	HSK3	nán guò	to feel sad; to feel unwell
难看	HSK3	nán kàn	ugly; unsightly
男人	HSK3	nán rén	a man; a male
男生	HSK3	nán shēng	schoolboy; male student
难题	HSK3	nán tí	difficult problem
难听	HSK3	nán tīng	unpleasant to hear; coarse
年级	HSK3	nián jí	grade; year (in school, college etc)
年轻	HSK3	nián qīng	young
牛	HSK3	niú	ox; cow
努力	HSK3	nǔ lì	to make an effort; to try hard; to strive; hard-working; conscientious
女人	HSK3	nǚ rén	woman
女生	HSK3	nǚ shēng	schoolgirl; female student
爬	HSK3	pá	to crawl; to climb
怕	HSK3	pà	to be afraid; to fear
拍照	HSK3	pāi zhào	to take a picture
胖	HSK3	pán	healthy; at ease
盘子	HSK3	pán zi	tray; plate
啤酒	HSK3	pí jiǔ	beer (loanword); CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]
平时	HSK3	píng shí	ordinarily; in normal times
瓶子	HSK3	píng zi	bottle; CL:個|个[ge4]
骑	HSK3	qí	to sit astride; to ride (a horse, bike etc)
起	HSK3	qǐ	to rise; to raise
铅笔	HSK3	qiān bǐ	(lead) pencil; CL:支[zhi1],枝[zhi1],桿|杆[gan3]
前年	HSK3	qián nián	the year before last
前天	HSK3	qián tiān	the day before yesterday
汽车	HSK3	qì chē	car; automobile
起飞	HSK3	qǐ fēi	(of an aircraft or rocket) to take off; to lift off; (fig.) (of an enterprise etc) to start to develop rapidly
奇怪	HSK3	qí guài	strange; odd
清楚	HSK3	qīng chu	clear; distinct
请假	HSK3	qǐng jià	to request leave of absence
请客	HSK3	qǐng kè	to give a dinner party; to entertain guests
其实	HSK3	qí shí	actually; in fact; really
其他	HSK3	qí tā	other; (sth or sb) else
球场	HSK3	qiú chǎng	stadium; sports ground
秋天	HSK3	qiū tiān	autumn; CL:個|个[ge4]
裙子	HSK3	qún zi	skirt; CL:條|条[tiao2]
然后	HSK3	rán hòu	then; after that; afterwards
认得	HSK3	rèn de	to recognize; to remember sth (or sb) on seeing it
认为	HSK3	rèn wéi	to believe; to think; to consider; to feel
认真	HSK3	rèn zhēn	conscientious; earnest
热情	HSK3	rè qíng	cordial; enthusiastic
容易	HSK3	róng yì	easy; straightforward; likely; liable to; apt to
如果	HSK3	rú guǒ	if; in case; in the event that
伞	HSK3	sǎn	umbrella; parasol
扫	HSK3	sǎo	to sweep (with a brush or broom); to sweep away; to wipe out; to get rid of
沙发	HSK3	shā fā	(loanword) sofa (CL:條|条[tiao2],張|张[zhang1]); (Internet slang) first reply to a forum post
山	HSK3	shān	mountain; hill (CL:座[zuo4]); (coll.) small bundle of straw for silkworms to spin cocoons on
上衣	HSK3	shàng yī	jacket; upper outer garment
勺子	HSK3	sháo zi	spoon; ladle; CL:把[ba3]
身边	HSK3	shēn biān	at one's side; on hand
声	HSK3	shēng	sound; voice
身高	HSK3	shēn gāo	(a person's) height
生活	HSK3	shēng huó	to live; life
生气	HSK3	shēng qì	to get angry; to be furious; vitality; liveliness
声音	HSK3	shēng yīn	voice; sound
市	HSK3	shì	market; city
试	HSK3	shì	to test; to try
室	HSK3	shì	room; work unit
世界	HSK3	shì jiè	world
受	HSK3	shòu	to receive; to accept
瘦	HSK3	shòu	thin; to lose weight
收	HSK3	shōu	to receive; to accept
受到	HSK3	shòu dào	to receive (praise, an education, punishment etc); to be ...ed (praised, educated, punished etc)
收到	HSK3	shōu dào	to receive
树	HSK3	shù	tree; CL:棵[ke1]
刷	HSK3	shuā	a brush; to paint; to daub
双	HSK3	shuāng	two; double
水平	HSK3	shuǐ píng	horizontal; level; a standard; a level (of ability, development etc)
叔叔	HSK3	shū shu	father's younger brother; paternal uncle; form of address used by children for a male one generation older
数学	HSK3	shù xué	mathematics
四季	HSK3	sì jì	four seasons, namely: spring 春[chun1], summer 夏[xia4], autumn 秋[qiu1] and winter 冬[dong1]
司机	HSK3	sī jī	chauffeur; driver
太阳	HSK3	tài yang	sun; sunlight; sunshine
糖	HSK3	táng	sugar; sweets
特别	HSK3	tè bié	unusual; special; very; especially; particularly
甜	HSK3	tián	sweet; (fig.) pleasant; endearing; lovely
跳	HSK3	tiào	to jump; to hop
提高	HSK3	tí gāo	to raise; to increase
挺	HSK3	tǐng	straight; erect
听说	HSK3	tīng shuō	to hear (sth said); one hears (that)
体育	HSK3	tǐ yù	sports; physical education
体育馆	HSK3	tǐ yù guǎn	gym; gymnasium
同事	HSK3	tóng shì	colleague; co-worker
同意	HSK3	tóng yì	to agree; to consent
头发	HSK3	tóu fa	hair (on the head)
腿	HSK3	tuǐ	leg; CL:條|条[tiao2]
突然	HSK3	tū rán	sudden; abrupt; unexpected
